"season","team","wins","losses","fga","fg_per","three_pa","three_per","two_pa","two_per","fta","ft_per","off_reb","def_reb","ast","stl","blk","tov","fouls","pts"
"2014-15","Minnesota Timberwolves",16,66,6820,"0.438",1223,"0.332",5597,"0.461",2110,"0.776",949,2406,1771,668,327,1231,1571,8016
"2015-16","Minnesota Timberwolves",29,53,6668,"0.464",1347,"0.338",5321,"0.496",2213,"0.792",821,2587,1916,656,375,1231,1696,8398
"2016-17","Minnesota Timberwolves",31,51,6922,"0.467",1723,"0.349",5199,"0.507",1986,"0.799",938,2540,1940,654,370,1150,1646,8657
"2017-18","Minnesota Timberwolves",47,35,7063,"0.476",1845,"0.357",5218,"0.519",1980,"0.804",848,2593,1861,689,345,1021,1495,8980
"2018-19","Minnesota Timberwolves",36,46,7483,"0.456",2357,"0.351",5126,"0.504",1995,"0.787",923,2750,2018,683,411,1074,1664,9223
"2019-20","Minnesota Timberwolves",19,45,5865,"0.441",2540,"0.336",3325,"0.521",1624,"0.753",675,2193,1525,555,362,981,1370,7248
"2020-21","Minnesota Timberwolves",23,49,6546,"0.448",2706,"0.349",3840,"0.518",1662,"0.761",757,2376,1846,632,398,1027,1507,8073
"2021-22","Minnesota Timberwolves",46,36,7458,"0.457",3386,"0.358",4072,"0.54",1894,"0.778",921,2700,2106,721,460,1175,1786,9507
"2022-23","Minnesota Timberwolves",42,40,7167,"0.49",2731,"0.365",4436,"0.568",1942,"0.755",749,2686,2145,657,444,1258,1768,9494
"2002-03","New Orleans Hornets",47,35,6695,"0.435",1075,"0.376",5620,"0.447",1910,"0.768",1097,2475,1807,656,394,1212,1769,7699
"2003-04","New Orleans Hornets",41,41,6605,"0.42",1666,"0.319",4939,"0.454",1937,"0.751",1091,2418,1716,708,346,1228,1715,7529
"2004-05","New Orleans Hornets",18,64,6556,"0.415",1316,"0.315",5240,"0.44",1830,"0.766",1019,2281,1724,550,310,1217,1883,7252
"2005-06","New Orleans/Oklahoma City Hornets",38,44,6428,"0.44",885,"0.339",5543,"0.457",2176,"0.758",918,2379,1519,611,311,1095,1786,7611
"2006-07","New Orleans/Oklahoma City Hornets",39,43,6674,"0.445",1256,"0.362",5418,"0.464",1941,"0.74",1025,2512,1537,522,347,1187,1620,7833
"2007-08","New Orleans Hornets",56,26,6796,"0.466",1621,"0.389",5175,"0.49",1707,"0.769",937,2494,1785,637,321,974,1531,8270
"2008-09","New Orleans Hornets",49,33,6366,"0.457",1526,"0.364",4840,"0.487",1833,"0.807",802,2453,1609,593,338,1029,1665,7857
"2009-10","New Orleans Hornets",37,45,6842,"0.464",1572,"0.363",5270,"0.495",1661,"0.778",852,2450,1828,625,300,1103,1606,8220
"2010-11","New Orleans Hornets",46,36,6416,"0.459",1232,"0.36",5184,"0.482",1897,"0.765",824,2468,1691,624,359,1069,1719,7784
"2011-12","New Orleans Hornets",21,45,5103,"0.451",777,"0.333",4326,"0.472",1397,"0.757",724,1991,1368,488,316,1024,1324,5916
"2012-13","New Orleans Hornets",27,55,6589,"0.448",1474,"0.363",5115,"0.473",1636,"0.776",988,2426,1721,520,440,1193,1673,7714
"2013-14","New Orleans Pelicans",34,48,6761,"0.459",1303,"0.373",5458,"0.479",1936,"0.769",933,2486,1745,647,523,1129,1857,8177
"2014-15","New Orleans Pelicans",45,37,6795,"0.457",1583,"0.37",5212,"0.484",1790,"0.751",942,2621,1806,553,510,1087,1530,8147
"2015-16","New Orleans Pelicans",30,52,7040,"0.448",1951,"0.36",5089,"0.482",1823,"0.776",782,2712,1818,633,342,1102,1713,8423
"2016-17","New Orleans Pelicans",34,48,7130,"0.45",2196,"0.35",4934,"0.495",1825,"0.75",703,2879,1869,638,453,1054,1490,8556
"2017-18","New Orleans Pelicans",48,34,7241,"0.483",2312,"0.362",4929,"0.54",1716,"0.772",712,2924,2195,657,485,1223,1570,9161
"2018-19","New Orleans Pelicans",33,49,7563,"0.473",2449,"0.344",5114,"0.536",1921,"0.761",909,2969,2216,610,441,1215,1732,9466
"2019-20","New Orleans Pelicans",30,42,6598,"0.465",2656,"0.37",3942,"0.528",1687,"0.729",797,2551,1932,539,358,1181,1524,8341
"2020-21","New Orleans Pelicans",31,41,6412,"0.477",2190,"0.348",4222,"0.544",1878,"0.729",845,2568,1872,545,315,1052,1295,8251
"2021-22","New Orleans Pelicans",36,46,7212,"0.457",2629,"0.332",4583,"0.528",1903,"0.789",981,2726,2047,680,328,1153,1612,8962
"2022-23","New Orleans Pelicans",42,40,7180,"0.48",2468,"0.364",4712,"0.541",2000,"0.793",866,2717,2122,681,337,1196,1678,9378
"2000-01","New York Knicks",48,34,6198,"0.444",1115,"0.351",5083,"0.465",1727,"0.796",773,2524,1520,545,346,1189,1863,7275
"2001-02","New York Knicks",30,52,6520,"0.432",1344,"0.353",5176,"0.453",1786,"0.787",876,2458,1720,558,288,1192,1800,7514
"2002-03","New York Knicks",37,45,6725,"0.441",1582,"0.383",5143,"0.459",1620,"0.815",842,2376,1800,579,255,1149,1888,7860
"2003-04","New York Knicks",39,43,6513,"0.442",1115,"0.364",5398,"0.459",1732,"0.793",950,2543,1695,608,391,1289,1897,7542
"2004-05","New York Knicks",33,49,6599,"0.451",1240,"0.356",5359,"0.473",2060,"0.767",965,2393,1665,629,260,1204,1942,7977
"2005-06","New York Knicks",23,59,6206,"0.455",884,"0.362",5322,"0.47",2587,"0.726",1034,2360,1468,555,271,1449,2157,7842
"2006-07","New York Knicks",33,49,6356,"0.457",1370,"0.346",4986,"0.487",2396,"0.715",1032,2516,1532,543,260,1405,1932,7994
"2007-08","New York Knicks",23,59,6757,"0.439",1454,"0.337",5303,"0.467",2095,"0.727",1029,2457,1530,521,213,1187,1761,7948
"2008-09","New York Knicks",32,50,7091,"0.445",2284,"0.36",4807,"0.486",1900,"0.784",911,2545,1738,610,204,1174,1672,8627
"2009-10","New York Knicks",29,53,6876,"0.455",2145,"0.346",4731,"0.504",1759,"0.782",836,2477,1772,586,305,1148,1638,8373
"2010-11","New York Knicks",42,40,6867,"0.457",2081,"0.368",4786,"0.496",2087,"0.809",847,2470,1757,625,475,1123,1743,8734
"2011-12","New York Knicks",36,30,5335,"0.443",1538,"0.336",3797,"0.487",1634,"0.741",743,2012,1328,622,276,1056,1391,6458
"2012-13","New York Knicks",54,28,6689,"0.448",2371,"0.376",4318,"0.487",1729,"0.759",890,2436,1579,672,294,988,1650,8196
"2013-14","New York Knicks",37,45,6739,"0.449",2038,"0.372",4701,"0.482",1670,"0.761",870,2437,1641,631,367,1063,1815,8084
"2014-15","New York Knicks",17,65,6726,"0.428",1614,"0.347",5112,"0.454",1575,"0.769",867,2443,1746,575,382,1206,1768,7535
"2015-16","New York Knicks",32,50,6886,"0.439",1762,"0.346",5124,"0.471",1753,"0.805",850,2788,1682,467,466,1099,1616,8065
"2016-17","New York Knicks",31,51,7256,"0.447",2022,"0.348",5234,"0.485",1731,"0.788",983,2723,1786,581,455,1139,1668,8556
"2017-18","New York Knicks",29,53,7193,"0.464",1914,"0.352",5279,"0.504",1557,"0.787",859,2752,1912,552,421,1207,1682,8566
"2018-19","New York Knicks",17,65,7241,"0.433",2421,"0.34",4820,"0.479",1956,"0.759",857,2811,1646,557,422,1151,1713,8575
"2019-20","New York Knicks",21,45,5896,"0.447",1872,"0.337",4024,"0.499",1550,"0.694",795,2274,1456,504,313,946,1464,6983
"2020-21","New York Knicks",41,31,6225,"0.456",2163,"0.392",4062,"0.49",1506,"0.784",696,2554,1541,507,365,932,1473,7706
"2021-22","New York Knicks",37,45,7069,"0.437",3029,"0.357",4040,"0.497",1980,"0.744",941,2841,1793,570,399,1087,1672,8731
"2022-23","New York Knicks",47,35,7328,"0.47",2930,"0.354",4398,"0.547",2087,"0.761",1031,2790,1880,527,340,1065,1666,9514
"2000-01","Seattle SuperSonics",44,38,6649,"0.456",1169,"0.399",5480,"0.468",1986,"0.732",999,2422,1792,657,409,1252,1733,7978
"2001-02","Seattle SuperSonics",45,37,6681,"0.469",1292,"0.378",5389,"0.49",1672,"0.755",968,2333,1926,698,364,1124,1732,8014
"2002-03","Seattle SuperSonics",40,42,6599,"0.437",1291,"0.353",5308,"0.458",1780,"0.744",963,2385,1775,679,295,1085,1712,7555
"2003-04","Seattle SuperSonics",37,45,6590,"0.446",1936,"0.373",4654,"0.476",1782,"0.765",907,2318,1782,661,387,1188,1784,7964
"2004-05","Seattle SuperSonics",52,30,6498,"0.444",1824,"0.365",4674,"0.474",2131,"0.79",1041,2311,1487,553,338,1113,1944,8113
"2005-06","Seattle SuperSonics",35,47,6711,"0.459",1631,"0.371",5080,"0.487",2104,"0.785",1013,2233,1696,622,306,1208,1933,8411
"2006-07","Seattle SuperSonics",31,51,6628,"0.46",1451,"0.362",5177,"0.487",1911,"0.791",928,2322,1695,631,301,1268,1801,8130
"2007-08","Seattle SuperSonics",20,62,7032,"0.444",939,"0.333",6093,"0.462",1866,"0.77",971,2688,1748,531,400,1310,1680,7999
"2008-09","Oklahoma City Thunder",23,59,6716,"0.447",949,"0.346",5767,"0.463",2069,"0.786",999,2497,1663,608,371,1330,1655,7952
"2009-10","Oklahoma City Thunder",50,32,6629,"0.462",1229,"0.34",5400,"0.49",2210,"0.805",960,2607,1639,654,481,1227,1743,8322
"2010-11","Oklahoma City Thunder",55,27,6609,"0.464",1403,"0.347",5206,"0.495",2401,"0.823",903,2604,1672,654,487,1156,1836,8596
"2011-12","Oklahoma City Thunder",47,19,5229,"0.471",1317,"0.358",3912,"0.509",1744,"0.806",726,2157,1224,498,539,1079,1352,6802
"2012-13","Oklahoma City Thunder",60,22,6504,"0.481",1588,"0.377",4916,"0.514",2196,"0.828",854,2725,1753,679,624,1253,1654,8669
"2013-14","Oklahoma City Thunder",59,23,6782,"0.471",1839,"0.361",4943,"0.512",2052,"0.806",887,2781,1794,678,501,1256,1858,8705
"2014-15","Oklahoma City Thunder",45,37,7119,"0.447",1864,"0.339",5255,"0.486",2020,"0.754",1052,2844,1681,598,454,1205,1829,8524
"2015-16","Oklahoma City Thunder",55,27,7082,"0.476",1945,"0.349",5137,"0.524",2067,"0.782",1071,2916,1883,603,487,1305,1691,9038
"2016-17","Oklahoma City Thunder",47,35,7169,"0.452",2116,"0.327",5053,"0.504",2113,"0.745",1002,2821,1721,648,408,1230,1715,8741
"2017-18","Oklahoma City Thunder",48,34,7221,"0.453",2491,"0.354",4730,"0.505",1985,"0.716",1024,2671,1750,743,412,1147,1653,8844
"2018-19","Oklahoma City Thunder",49,33,7706,"0.454",2677,"0.348",5029,"0.51",2049,"0.713",1031,2911,1917,766,425,1145,1839,9387
"2019-20","Oklahoma City Thunder",44,28,6156,"0.468",2171,"0.355",3985,"0.529",1787,"0.796",593,2495,1562,550,353,986,1390,7950
"2020-21","Oklahoma City Thunder",22,50,6338,"0.441",2529,"0.339",3809,"0.509",1536,"0.725",715,2568,1588,504,316,1162,1305,7560
"2021-22","Oklahoma City Thunder",24,58,7310,"0.43",3066,"0.323",4244,"0.507",1632,"0.756",854,2887,1822,622,380,1145,1497,8506
"2022-23","Oklahoma City Thunder",40,42,7590,"0.465",2797,"0.356",4793,"0.53",1944,"0.809",934,2645,2002,676,341,1069,1722,9633
"2000-01","Orlando Magic",43,39,6873,"0.438",1346,"0.364",5527,"0.456",2068,"0.714",1069,2450,1803,674,481,1245,2071,7992
"2001-02","Orlando Magic",44,38,6893,"0.448",1660,"0.373",5233,"0.471",1917,"0.754",942,2440,1804,665,384,1119,1700,8240
"2002-03","Orlando Magic",42,40,6763,"0.436",1590,"0.357",5173,"0.46",2079,"0.777",958,2392,1676,696,300,1177,1888,8078
"2003-04","Orlando Magic",21,61,6768,"0.429",1248,"0.344",5520,"0.448",2000,"0.737",1003,2350,1584,547,308,1123,1744,7711
"2004-05","Orlando Magic",36,46,6679,"0.454",916,"0.349",5763,"0.471",2335,"0.759",1038,2544,1583,633,441,1322,1937,8160
"2005-06","Orlando Magic",36,46,6167,"0.472",796,"0.376",5371,"0.486",2277,"0.73",892,2402,1495,532,362,1240,1908,7784
"2006-07","Orlando Magic",40,42,6090,"0.472",962,"0.356",5128,"0.494",2393,"0.702",920,2418,1525,565,416,1392,1904,7771
"2007-08","Orlando Magic",52,30,6446,"0.474",2074,"0.386",4372,"0.516",2288,"0.721",768,2677,1706,520,333,1173,1688,8567
"2008-09","Orlando Magic",59,23,6416,"0.457",2147,"0.381",4269,"0.495",2253,"0.715",819,2728,1593,570,439,1142,1664,8286
"2009-10","Orlando Magic",59,23,6394,"0.47",2241,"0.375",4153,"0.521",2176,"0.724",810,2736,1615,512,456,1155,1629,8426
"2010-11","Orlando Magic",52,30,6411,"0.461",2103,"0.366",4308,"0.507",2101,"0.692",864,2679,1636,548,384,1224,1640,8135
"2011-12","Orlando Magic",37,29,5162,"0.441",1785,"0.375",3377,"0.475",1508,"0.66",742,2060,1321,451,275,984,1168,6215
"2012-13","Orlando Magic",20,62,6904,"0.448",1537,"0.329",5367,"0.482",1359,"0.755",890,2612,1871,528,358,1191,1591,7718
"2013-14","Orlando Magic",23,59,6784,"0.445",1596,"0.353",5188,"0.474",1714,"0.763",794,2654,1726,630,350,1222,1678,7914
"2014-15","Orlando Magic",25,57,6792,"0.453",1598,"0.347",5194,"0.486",1565,"0.729",822,2607,1692,647,314,1221,1714,7847
"2015-16","Orlando Magic",35,47,7120,"0.455",1818,"0.35",5302,"0.492",1649,"0.757",843,2709,1933,673,417,1155,1701,8369
"2016-17","Orlando Magic",29,53,7133,"0.44",2139,"0.328",4994,"0.488",1753,"0.747",807,2734,1820,580,396,1091,1584,8288
"2017-18","Orlando Magic",25,57,7042,"0.452",2405,"0.351",4637,"0.504",1678,"0.757",722,2692,1921,622,400,1192,1579,8479
"2018-19","Orlando Magic",42,40,7307,"0.454",2633,"0.356",4674,"0.509",1575,"0.782",822,2902,2095,543,445,1082,1526,8800
"2019-20","Orlando Magic",33,40,6468,"0.444",2354,"0.343",4114,"0.502",1656,"0.774",751,2498,1747,599,396,937,1336,7831
"2020-21","Orlando Magic",21,51,6423,"0.429",2288,"0.343",4135,"0.476",1543,"0.775",747,2525,1571,496,318,924,1237,7488
"2021-22","Orlando Magic",22,60,7240,"0.434",3022,"0.331",4218,"0.507",1614,"0.787",746,2885,1947,555,367,1188,1612,8547
"2022-23","Orlando Magic",34,48,7074,"0.47",2551,"0.346",4523,"0.539",2050,"0.784",833,2713,1906,603,382,1236,1652,9136
"2000-01","Philadelphia 76ers",56,26,6487,"0.447",803,"0.326",5684,"0.464",2277,"0.745",1075,2600,1692,690,408,1292,1673,7763
"2001-02","Philadelphia 76ers",43,39,6436,"0.436",715,"0.299",5721,"0.453",2104,"0.779",1092,2534,1638,705,363,1256,1645,7461
"2002-03","Philadelphia 76ers",48,34,6640,"0.448",787,"0.311",5853,"0.466",2253,"0.775",1042,2415,1771,844,284,1212,1804,7941
"2003-04","Philadelphia 76ers",33,49,6260,"0.428",992,"0.342",5268,"0.445",2009,"0.753",941,2408,1640,654,358,1307,1701,7215
"2004-05","Philadelphia 76ers",43,39,6736,"0.437",1453,"0.348",5283,"0.462",2194,"0.789",909,2536,1710,756,321,1274,1878,8128
"2005-06","Philadelphia 76ers",38,44,6546,"0.458",1031,"0.364",5515,"0.476",2330,"0.76",873,2425,1653,651,404,1159,1712,8147
"2006-07","Philadelphia 76ers",35,47,6408,"0.458",823,"0.345",5585,"0.474",2135,"0.767",899,2353,1669,590,390,1258,1671,7785
"2007-08","Philadelphia 76ers",40,42,6648,"0.46",952,"0.317",5696,"0.483",2137,"0.706",1067,2370,1673,712,400,1172,1620,7923
"2008-09","Philadelphia 76ers",41,41,6532,"0.459",1072,"0.318",5460,"0.486",2216,"0.745",1039,2336,1647,658,415,1157,1650,7987
"2009-10","Philadelphia 76ers",27,55,6706,"0.46",1381,"0.343",5325,"0.491",1808,"0.756",941,2421,1723,667,439,1192,1677,8014
"2010-11","Philadelphia 76ers",41,41,6776,"0.461",1248,"0.355",5528,"0.485",1851,"0.77",850,2578,1861,621,355,1063,1592,8119
